Tipe    , Baris Excel, Kode AHSP , Nama AHSP                                                                                                                                                               , Kategori, Kode Item, Uraian Item                                                    , Satuan, Koefisien, Duplikat dari Baris, Alasan
DUPLIKAT,        6476, 4.1.4.3.19, "Penanaman 1 m2 Semak, Walisongo/Umbrella Tree (Schefflera Arboricola), 12 Buah/ m2, Polybag 20 L"                                                                      , BHN     , B-0674   , Media Tanam                                                    ,       ,   0      ,                6452, Sama persis dengan baris 6452 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6477, 4.1.4.3.19, "Penanaman 1 m2 Semak, Walisongo/Umbrella Tree (Schefflera Arboricola), 12 Buah/ m2, Polybag 20 L"                                                                      , BHN     , B-0857   , tanah subur : 75 %                                             ,       ,   0      ,                6459, Sama persis dengan baris 6459 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6478, 4.1.4.3.19, "Penanaman 1 m2 Semak, Walisongo/Umbrella Tree (Schefflera Arboricola), 12 Buah/ m2, Polybag 20 L"                                                                      , BHN     , B-0858   , pupuk organik : 20 %                                           ,       ,   0      ,                6460, Sama persis dengan baris 6460 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6479, 4.1.4.3.19, "Penanaman 1 m2 Semak, Walisongo/Umbrella Tree (Schefflera Arboricola), 12 Buah/ m2, Polybag 20 L"                                                                      , BHN     , B-0859   , pasir pasang : 5 %                                             ,       ,   0      ,                6461, Sama persis dengan baris 6461 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6480, 4.1.4.3.19, "Penanaman 1 m2 Semak, Walisongo/Umbrella Tree (Schefflera Arboricola), 12 Buah/ m2, Polybag 20 L"                                                                      , TK      , TK-0036  , Tukang Tanam                                                   ,       ,   0      ,                6453, Sama persis dengan baris 6453 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6481, 4.1.4.3.19, "Penanaman 1 m2 Semak, Walisongo/Umbrella Tree (Schefflera Arboricola), 12 Buah/ m2, Polybag 20 L"                                                                      , TK      , TK-0037  , Kepala Tukang Tanam                                            ,       ,   0      ,                6454, Sama persis dengan baris 6454 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6482, 4.1.4.3.19, "Penanaman 1 m2 Semak, Walisongo/Umbrella Tree (Schefflera Arboricola), 12 Buah/ m2, Polybag 20 L"                                                                      , TK      , TK-0038  , Mandor                                                         ,       ,   0      ,                6455, Sama persis dengan baris 6455 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6484, 4.1.4.3.19, "Penanaman 1 m2 Semak, Walisongo/Umbrella Tree (Schefflera Arboricola), 12 Buah/ m2, Polybag 20 L"                                                                      , BHN     , B-0856   , Anti Rayap pada Tanah                                          ,       ,   0      ,                6457, Sama persis dengan baris 6457 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6485, 4.1.4.3.19, "Penanaman 1 m2 Semak, Walisongo/Umbrella Tree (Schefflera Arboricola), 12 Buah/ m2, Polybag 20 L"                                                                      , BHN     , B-0674   , Media Tanam                                                    ,       ,   0      ,                6452, Sama persis dengan baris 6452 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6486, 4.1.4.3.19, "Penanaman 1 m2 Semak, Walisongo/Umbrella Tree (Schefflera Arboricola), 12 Buah/ m2, Polybag 20 L"                                                                      , BHN     , B-0857   , tanah subur : 75 %                                             ,       ,   0      ,                6459, Sama persis dengan baris 6459 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6487, 4.1.4.3.19, "Penanaman 1 m2 Semak, Walisongo/Umbrella Tree (Schefflera Arboricola), 12 Buah/ m2, Polybag 20 L"                                                                      , BHN     , B-0858   , pupuk organik : 20 %                                           ,       ,   0      ,                6460, Sama persis dengan baris 6460 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6488, 4.1.4.3.19, "Penanaman 1 m2 Semak, Walisongo/Umbrella Tree (Schefflera Arboricola), 12 Buah/ m2, Polybag 20 L"                                                                      , BHN     , B-0859   , pasir pasang : 5 %                                             ,       ,   0      ,                6461, Sama persis dengan baris 6461 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6489, 4.1.4.3.19, "Penanaman 1 m2 Semak, Walisongo/Umbrella Tree (Schefflera Arboricola), 12 Buah/ m2, Polybag 20 L"                                                                      , TK      , TK-0036  , Tukang Tanam                                                   ,       ,   0      ,                6453, Sama persis dengan baris 6453 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6490, 4.1.4.3.19, "Penanaman 1 m2 Semak, Walisongo/Umbrella Tree (Schefflera Arboricola), 12 Buah/ m2, Polybag 20 L"                                                                      , TK      , TK-0037  , Kepala Tukang Tanam                                            ,       ,   0      ,                6454, Sama persis dengan baris 6454 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6491, 4.1.4.3.19, "Penanaman 1 m2 Semak, Walisongo/Umbrella Tree (Schefflera Arboricola), 12 Buah/ m2, Polybag 20 L"                                                                      , TK      , TK-0038  , Mandor                                                         ,       ,   0      ,                6455, Sama persis dengan baris 6455 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6493, 4.1.4.3.19, "Penanaman 1 m2 Semak, Walisongo/Umbrella Tree (Schefflera Arboricola), 12 Buah/ m2, Polybag 20 L"                                                                      , BHN     , B-0856   , Anti Rayap pada Tanah                                          ,       ,   0      ,                6457, Sama persis dengan baris 6457 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6494, 4.1.4.3.19, "Penanaman 1 m2 Semak, Walisongo/Umbrella Tree (Schefflera Arboricola), 12 Buah/ m2, Polybag 20 L"                                                                      , BHN     , B-0674   , Media Tanam                                                    ,       ,   0      ,                6452, Sama persis dengan baris 6452 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6495, 4.1.4.3.19, "Penanaman 1 m2 Semak, Walisongo/Umbrella Tree (Schefflera Arboricola), 12 Buah/ m2, Polybag 20 L"                                                                      , BHN     , B-0857   , tanah subur : 75 %                                             ,       ,   0      ,                6459, Sama persis dengan baris 6459 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6496, 4.1.4.3.19, "Penanaman 1 m2 Semak, Walisongo/Umbrella Tree (Schefflera Arboricola), 12 Buah/ m2, Polybag 20 L"                                                                      , BHN     , B-0858   , pupuk organik : 20 %                                           ,       ,   0      ,                6460, Sama persis dengan baris 6460 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6497, 4.1.4.3.19, "Penanaman 1 m2 Semak, Walisongo/Umbrella Tree (Schefflera Arboricola), 12 Buah/ m2, Polybag 20 L"                                                                      , BHN     , B-0859   , pasir pasang : 5 %                                             ,       ,   0      ,                6461, Sama persis dengan baris 6461 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6641, 4.1.7.12  , "Penanaman pada Lereng Tanah dan/atau Kombinasi Tanah dan Batuan 1:0.5 (45°-63°), Metode Taplok per m2  Permukaan Lereng (Menggunakan Jenis Biji Legume Crop Cover/LCC)", TK      , TK-0001  , Mandor                                                         , OH    ,   0.036  ,                6639, Sama persis dengan baris 6639 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6642, 4.1.7.12  , "Penanaman pada Lereng Tanah dan/atau Kombinasi Tanah dan Batuan 1:0.5 (45°-63°), Metode Taplok per m2  Permukaan Lereng (Menggunakan Jenis Biji Legume Crop Cover/LCC)", TK      , TK-0001  , Mandor                                                         , OH    ,   0.036  ,                6639, Sama persis dengan baris 6639 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6643, 4.1.7.12  , "Penanaman pada Lereng Tanah dan/atau Kombinasi Tanah dan Batuan 1:0.5 (45°-63°), Metode Taplok per m2  Permukaan Lereng (Menggunakan Jenis Biji Legume Crop Cover/LCC)", TK      , TK-0001  , Mandor                                                         , OH    ,   0.036  ,                6639, Sama persis dengan baris 6639 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6644, 4.1.7.12  , "Penanaman pada Lereng Tanah dan/atau Kombinasi Tanah dan Batuan 1:0.5 (45°-63°), Metode Taplok per m2  Permukaan Lereng (Menggunakan Jenis Biji Legume Crop Cover/LCC)", TK      , TK-0001  , Mandor                                                         , OH    ,   0.036  ,                6639, Sama persis dengan baris 6639 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6645, 4.1.7.12  , "Penanaman pada Lereng Tanah dan/atau Kombinasi Tanah dan Batuan 1:0.5 (45°-63°), Metode Taplok per m2  Permukaan Lereng (Menggunakan Jenis Biji Legume Crop Cover/LCC)", TK      , TK-0001  , Mandor                                                         , OH    ,   0.036  ,                6639, Sama persis dengan baris 6639 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6648, 4.1.7.12  , "Penanaman pada Lereng Tanah dan/atau Kombinasi Tanah dan Batuan 1:0.5 (45°-63°), Metode Taplok per m2  Permukaan Lereng (Menggunakan Jenis Biji Legume Crop Cover/LCC)", ALT     , PR-0105  , Mesin Molen 1m3                                                , hari  ,   0.0714 ,                6647, Sama persis dengan baris 6647 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6649, 4.1.7.12  , "Penanaman pada Lereng Tanah dan/atau Kombinasi Tanah dan Batuan 1:0.5 (45°-63°), Metode Taplok per m2  Permukaan Lereng (Menggunakan Jenis Biji Legume Crop Cover/LCC)", ALT     , PR-0105  , Mesin Molen 1m3                                                , hari  ,   0.0714 ,                6647, Sama persis dengan baris 6647 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6650, 4.1.7.12  , "Penanaman pada Lereng Tanah dan/atau Kombinasi Tanah dan Batuan 1:0.5 (45°-63°), Metode Taplok per m2  Permukaan Lereng (Menggunakan Jenis Biji Legume Crop Cover/LCC)", ALT     , PR-0105  , Mesin Molen 1m3                                                , hari  ,   0.0714 ,                6647, Sama persis dengan baris 6647 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6651, 4.1.7.12  , "Penanaman pada Lereng Tanah dan/atau Kombinasi Tanah dan Batuan 1:0.5 (45°-63°), Metode Taplok per m2  Permukaan Lereng (Menggunakan Jenis Biji Legume Crop Cover/LCC)", ALT     , PR-0105  , Mesin Molen 1m3                                                , hari  ,   0.0714 ,                6647, Sama persis dengan baris 6647 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6654, 4.1.7.12  , "Penanaman pada Lereng Tanah dan/atau Kombinasi Tanah dan Batuan 1:0.5 (45°-63°), Metode Taplok per m2  Permukaan Lereng (Menggunakan Jenis Biji Legume Crop Cover/LCC)", BHN     , B-0887   , Pasir                                                          , m3    ,   0.15   ,                6653, Sama persis dengan baris 6653 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6658, 4.1.7.12  , "Penanaman pada Lereng Tanah dan/atau Kombinasi Tanah dan Batuan 1:0.5 (45°-63°), Metode Taplok per m2  Permukaan Lereng (Menggunakan Jenis Biji Legume Crop Cover/LCC)", BHN     , B-0888   , Material Organik                                               , m3    ,   0.35   ,                6657, Sama persis dengan baris 6657 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6659, 4.1.7.12  , "Penanaman pada Lereng Tanah dan/atau Kombinasi Tanah dan Batuan 1:0.5 (45°-63°), Metode Taplok per m2  Permukaan Lereng (Menggunakan Jenis Biji Legume Crop Cover/LCC)", TK      , TK-0005  , Pekerja                                                        , OH    ,   0.36   ,                6652, Sama persis dengan baris 6652 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6660, 4.1.7.12  , "Penanaman pada Lereng Tanah dan/atau Kombinasi Tanah dan Batuan 1:0.5 (45°-63°), Metode Taplok per m2  Permukaan Lereng (Menggunakan Jenis Biji Legume Crop Cover/LCC)", TK      , TK-0005  , Pekerja                                                        , OH    ,   0.36   ,                6652, Sama persis dengan baris 6652 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6661, 4.1.7.12  , "Penanaman pada Lereng Tanah dan/atau Kombinasi Tanah dan Batuan 1:0.5 (45°-63°), Metode Taplok per m2  Permukaan Lereng (Menggunakan Jenis Biji Legume Crop Cover/LCC)", TK      , TK-0005  , Pekerja                                                        , OH    ,   0.36   ,                6652, Sama persis dengan baris 6652 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6662, 4.1.7.12  , "Penanaman pada Lereng Tanah dan/atau Kombinasi Tanah dan Batuan 1:0.5 (45°-63°), Metode Taplok per m2  Permukaan Lereng (Menggunakan Jenis Biji Legume Crop Cover/LCC)", TK      , TK-0005  , Pekerja                                                        , OH    ,   0.36   ,                6652, Sama persis dengan baris 6652 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6663, 4.1.7.12  , "Penanaman pada Lereng Tanah dan/atau Kombinasi Tanah dan Batuan 1:0.5 (45°-63°), Metode Taplok per m2  Permukaan Lereng (Menggunakan Jenis Biji Legume Crop Cover/LCC)", TK      , TK-0005  , Pekerja                                                        , OH    ,   0.36   ,                6652, Sama persis dengan baris 6652 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6664, 4.1.7.12  , "Penanaman pada Lereng Tanah dan/atau Kombinasi Tanah dan Batuan 1:0.5 (45°-63°), Metode Taplok per m2  Permukaan Lereng (Menggunakan Jenis Biji Legume Crop Cover/LCC)", BHN     , B-0888   , Material Organik                                               , m3    ,   0.4    ,                6657, Sama persis dengan baris 6657 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6665, 4.1.7.12  , "Penanaman pada Lereng Tanah dan/atau Kombinasi Tanah dan Batuan 1:0.5 (45°-63°), Metode Taplok per m2  Permukaan Lereng (Menggunakan Jenis Biji Legume Crop Cover/LCC)", BHN     , B-0888   , Material Organik                                               , m3    ,   0.4    ,                6657, Sama persis dengan baris 6657 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6666, 4.1.7.12  , "Penanaman pada Lereng Tanah dan/atau Kombinasi Tanah dan Batuan 1:0.5 (45°-63°), Metode Taplok per m2  Permukaan Lereng (Menggunakan Jenis Biji Legume Crop Cover/LCC)", BHN     , B-0888   , Material Organik                                               , m3    ,   0.4    ,                6657, Sama persis dengan baris 6657 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6668, 4.1.7.12  , "Penanaman pada Lereng Tanah dan/atau Kombinasi Tanah dan Batuan 1:0.5 (45°-63°), Metode Taplok per m2  Permukaan Lereng (Menggunakan Jenis Biji Legume Crop Cover/LCC)", BHN     , B-0889   , Kapur                                                          , kg    ,   0.5    ,                6667, Sama persis dengan baris 6667 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6669, 4.1.7.12  , "Penanaman pada Lereng Tanah dan/atau Kombinasi Tanah dan Batuan 1:0.5 (45°-63°), Metode Taplok per m2  Permukaan Lereng (Menggunakan Jenis Biji Legume Crop Cover/LCC)", BHN     , B-0889   , Kapur                                                          , kg    ,   0.6    ,                6667, Sama persis dengan baris 6667 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6670, 4.1.7.12  , "Penanaman pada Lereng Tanah dan/atau Kombinasi Tanah dan Batuan 1:0.5 (45°-63°), Metode Taplok per m2  Permukaan Lereng (Menggunakan Jenis Biji Legume Crop Cover/LCC)", BHN     , B-0889   , Kapur                                                          , kg    ,   0.75   ,                6667, Sama persis dengan baris 6667 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6673, 4.1.7.12  , "Penanaman pada Lereng Tanah dan/atau Kombinasi Tanah dan Batuan 1:0.5 (45°-63°), Metode Taplok per m2  Permukaan Lereng (Menggunakan Jenis Biji Legume Crop Cover/LCC)", BHN     , B-0889   , Kapur                                                          , kg    ,   1      ,                6667, Sama persis dengan baris 6667 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6768, 4.1.8.8   , Pengolahan Tanah berPH >7.5 per m3                                                                                                                                      , TK      , TK-0001  , Mandor                                                         , OH    ,   0.036  ,                6767, Sama persis dengan baris 6767 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6769, 4.1.8.8   , Pengolahan Tanah berPH >7.5 per m3                                                                                                                                      , TK      , TK-0001  , Mandor                                                         , OH    ,   0.036  ,                6767, Sama persis dengan baris 6767 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6770, 4.1.8.8   , Pengolahan Tanah berPH >7.5 per m3                                                                                                                                      , TK      , TK-0001  , Mandor                                                         , OH    ,   0.036  ,                6767, Sama persis dengan baris 6767 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6771, 4.1.8.8   , Pengolahan Tanah berPH >7.5 per m3                                                                                                                                      , TK      , TK-0001  , Mandor                                                         , OH    ,   0.036  ,                6767, Sama persis dengan baris 6767 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6772, 4.1.8.8   , Pengolahan Tanah berPH >7.5 per m3                                                                                                                                      , TK      , TK-0001  , Mandor                                                         , OH    ,   0.036  ,                6767, Sama persis dengan baris 6767 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6773, 4.1.8.8   , Pengolahan Tanah berPH >7.5 per m3                                                                                                                                      , TK      , TK-0001  , Mandor                                                         , OH    ,   0.036  ,                6767, Sama persis dengan baris 6767 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6775, 4.1.8.8   , Pengolahan Tanah berPH >7.5 per m3                                                                                                                                      , ALT     , PR-0105  , Mesin Molen 1m3                                                , hari  ,   0.0714 ,                6774, Sama persis dengan baris 6774 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6776, 4.1.8.8   , Pengolahan Tanah berPH >7.5 per m3                                                                                                                                      , ALT     , PR-0105  , Mesin Molen 1m3                                                , hari  ,   0.0714 ,                6774, Sama persis dengan baris 6774 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6777, 4.1.8.8   , Pengolahan Tanah berPH >7.5 per m3                                                                                                                                      , ALT     , PR-0105  , Mesin Molen 1m3                                                , hari  ,   0.0714 ,                6774, Sama persis dengan baris 6774 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6778, 4.1.8.8   , Pengolahan Tanah berPH >7.5 per m3                                                                                                                                      , ALT     , PR-0105  , Mesin Molen 1m3                                                , hari  ,   0.0714 ,                6774, Sama persis dengan baris 6774 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6779, 4.1.8.8   , Pengolahan Tanah berPH >7.5 per m3                                                                                                                                      , ALT     , PR-0105  , Mesin Molen 1m3                                                , hari  ,   0.0714 ,                6774, Sama persis dengan baris 6774 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6780, 4.1.8.8   , Pengolahan Tanah berPH >7.5 per m3                                                                                                                                      , ALT     , PR-0105  , Mesin Molen 1m3                                                , hari  ,   0.0714 ,                6774, Sama persis dengan baris 6774 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6782, 4.1.8.8   , Pengolahan Tanah berPH >7.5 per m3                                                                                                                                      , BHN     , B-0890   , Sulfur                                                         , kg    ,   0.15   ,                6781, Sama persis dengan baris 6781 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6783, 4.1.8.8   , Pengolahan Tanah berPH >7.5 per m3                                                                                                                                      , BHN     , B-0890   , Sulfur                                                         , kg    ,   0.15   ,                6781, Sama persis dengan baris 6781 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6785, 4.1.8.8   , Pengolahan Tanah berPH >7.5 per m3                                                                                                                                      , BHN     , B-0890   , Sulfur                                                         , kg    ,   0.15   ,                6781, Sama persis dengan baris 6781 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6788, 4.1.8.8   , Pengolahan Tanah berPH >7.5 per m3                                                                                                                                      , BHN     , B-0888   , Material Organik                                               , m3    ,   0.35   ,                6787, Sama persis dengan baris 6787 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6789, 4.1.8.8   , Pengolahan Tanah berPH >7.5 per m3                                                                                                                                      , BHN     , B-0888   , Material Organik                                               , m3    ,   0.35   ,                6787, Sama persis dengan baris 6787 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6791, 4.1.8.8   , Pengolahan Tanah berPH >7.5 per m3                                                                                                                                      , TK      , TK-0005  , Pekerja                                                        , OH    ,   0.36   ,                6790, Sama persis dengan baris 6790 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6792, 4.1.8.8   , Pengolahan Tanah berPH >7.5 per m3                                                                                                                                      , TK      , TK-0005  , Pekerja                                                        , OH    ,   0.36   ,                6790, Sama persis dengan baris 6790 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6793, 4.1.8.8   , Pengolahan Tanah berPH >7.5 per m3                                                                                                                                      , TK      , TK-0005  , Pekerja                                                        , OH    ,   0.36   ,                6790, Sama persis dengan baris 6790 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6794, 4.1.8.8   , Pengolahan Tanah berPH >7.5 per m3                                                                                                                                      , TK      , TK-0005  , Pekerja                                                        , OH    ,   0.36   ,                6790, Sama persis dengan baris 6790 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6795, 4.1.8.8   , Pengolahan Tanah berPH >7.5 per m3                                                                                                                                      , TK      , TK-0005  , Pekerja                                                        , OH    ,   0.36   ,                6790, Sama persis dengan baris 6790 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6796, 4.1.8.8   , Pengolahan Tanah berPH >7.5 per m3                                                                                                                                      , TK      , TK-0005  , Pekerja                                                        , OH    ,   0.36   ,                6790, Sama persis dengan baris 6790 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6797, 4.1.8.8   , Pengolahan Tanah berPH >7.5 per m3                                                                                                                                      , BHN     , B-0888   , Material Organik                                               , m3    ,   0.4    ,                6787, Sama persis dengan baris 6787 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6798, 4.1.8.8   , Pengolahan Tanah berPH >7.5 per m3                                                                                                                                      , BHN     , B-0888   , Material Organik                                               , m3    ,   0.4    ,                6787, Sama persis dengan baris 6787 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6799, 4.1.8.8   , Pengolahan Tanah berPH >7.5 per m3                                                                                                                                      , BHN     , B-0888   , Material Organik                                               , m3    ,   0.4    ,                6787, Sama persis dengan baris 6787 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6800, 4.1.8.8   , Pengolahan Tanah berPH >7.5 per m3                                                                                                                                      , BHN     , B-0888   , Material Organik                                               , m3    ,   0.4    ,                6787, Sama persis dengan baris 6787 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        6846, 4.2.4.3   , Pemangkasan 1 Buah Pohon Besar (Dia. Tajuk > 10 m) Termasuk Pengangkutan Keluar Area Tanam                                                                              , TK      , TK-0001  , Mandor                                                         , OH    ,   0.0065 ,                6844, Sama persis dengan baris 6844 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        8341, 5.1.5.10  , "Pemasangan 1 Unit Stop Kontak 1 P, 10 A, 200 W + cover"                                                                                                                , TK      , TK-0001  , Mandor                                                         , OH    ,   0.001  ,                8340, Sama persis dengan baris 8340 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        8343, 5.1.5.10  , "Pemasangan 1 Unit Stop Kontak 1 P, 10 A, 200 W + cover"                                                                                                                , TK      , TK-0002  , Kepala Tukang                                                  , OH    ,   0.004  ,                8342, Sama persis dengan baris 8342 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        8345, 5.1.5.10  , "Pemasangan 1 Unit Stop Kontak 1 P, 10 A, 200 W + cover"                                                                                                                , TK      , TK-0005  , Pekerja                                                        , OH    ,   0.026  ,                8344, Sama persis dengan baris 8344 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        8347, 5.1.5.10  , "Pemasangan 1 Unit Stop Kontak 1 P, 10 A, 200 W + cover"                                                                                                                , TK      , TK-0043  , Tukang  Listrik  / Elektronik                                  , OH    ,   0.044  ,                8346, Sama persis dengan baris 8346 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        8616, 5.3.1.12  , Pemasangan 1 Unit Lampu Eksit LED 3 Watt c/w Battery                                                                                                                    , TK      , TK-0001  , Mandor                                                         , OH    ,   0.006  ,                8615, Sama persis dengan baris 8615 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        8617, 5.3.1.12  , Pemasangan 1 Unit Lampu Eksit LED 3 Watt c/w Battery                                                                                                                    , TK      , TK-0001  , Mandor                                                         , OH    ,   0.006  ,                8615, Sama persis dengan baris 8615 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        8618, 5.3.1.12  , Pemasangan 1 Unit Lampu Eksit LED 3 Watt c/w Battery                                                                                                                    , TK      , TK-0001  , Mandor                                                         , OH    ,   0.006  ,                8615, Sama persis dengan baris 8615 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        8619, 5.3.1.12  , Pemasangan 1 Unit Lampu Eksit LED 3 Watt c/w Battery                                                                                                                    , TK      , TK-0001  , Mandor                                                         , OH    ,   0.009  ,                8615, Sama persis dengan baris 8615 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        8620, 5.3.1.12  , Pemasangan 1 Unit Lampu Eksit LED 3 Watt c/w Battery                                                                                                                    , TK      , TK-0001  , Mandor                                                         , OH    ,   0.009  ,                8615, Sama persis dengan baris 8615 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        8622, 5.3.1.12  , Pemasangan 1 Unit Lampu Eksit LED 3 Watt c/w Battery                                                                                                                    , TK      , TK-0002  , Kepala Tukang                                                  , OH    ,   0.019  ,                8621, Sama persis dengan baris 8621 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        8623, 5.3.1.12  , Pemasangan 1 Unit Lampu Eksit LED 3 Watt c/w Battery                                                                                                                    , TK      , TK-0002  , Kepala Tukang                                                  , OH    ,   0.019  ,                8621, Sama persis dengan baris 8621 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        8624, 5.3.1.12  , Pemasangan 1 Unit Lampu Eksit LED 3 Watt c/w Battery                                                                                                                    , TK      , TK-0002  , Kepala Tukang                                                  , OH    ,   0.019  ,                8621, Sama persis dengan baris 8621 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        8625, 5.3.1.12  , Pemasangan 1 Unit Lampu Eksit LED 3 Watt c/w Battery                                                                                                                    , TK      , TK-0002  , Kepala Tukang                                                  , OH    ,   0.028  ,                8621, Sama persis dengan baris 8621 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        8626, 5.3.1.12  , Pemasangan 1 Unit Lampu Eksit LED 3 Watt c/w Battery                                                                                                                    , TK      , TK-0002  , Kepala Tukang                                                  , OH    ,   0.028  ,                8621, Sama persis dengan baris 8621 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        8628, 5.3.1.12  , Pemasangan 1 Unit Lampu Eksit LED 3 Watt c/w Battery                                                                                                                    , TK      , TK-0005  , Pekerja                                                        , OH    ,   0.114  ,                8627, Sama persis dengan baris 8627 (kategori + kode_item + uraian + satuan)
DUPLIKAT,        8629, 5.3.1.12  , Pemasangan 1 Unit Lampu Eksit LED 3 Watt c/w Battery                                                                                                                    , TK      , TK-0005  , Pekerja                                                        , OH    ,   0.114  ,                8627, Sama persis dengan baris 8627 (kategori + kode_item + uraian + satuan)
